id,summary
577,"assistant

This clinical trial is a comparative study evaluating the effectiveness of two surgical interventions for treating Ulna minus variance Kienbock's disease, a condition characterized by avascular necrosis of the lunate bone. The two interventions being compared are radial shortening using the Henry approach and capitate shortening using the dorsal approach.

Eligible participants are adults aged 18-65 years with stages II and III disease, who have undergone a thorough medical evaluation to ensure they do not have any serious medical conditions, severe osteoporosis, or other contraindications.

The study is a randomized, open-label trial with two arms: one involving radial shortening and the other involving capitate shortening. The primary outcome measure is the Modified Mayo Wrist Score, which assesses wrist pain, hand grip, work status, and range of motion at one year post-surgery."
578,"assistant

The ""Prehabilitation in Pancreatic Surgery"" study is a randomized controlled trial aiming to evaluate the effectiveness of a 4-week multimodal prehabilitation program in improving functional capacity, nutritional status, and patient-reported health-related quality of life in patients with pancreatic cancer undergoing surgery. The program includes physical exercise, nutritional therapy, and anxiety-reducing techniques.

The study will recruit 226 patients with pancreatic or periampullary cancer who are undergoing surgery. Patients will be randomized to either the intervention group, which will receive the prehabilitation program, or the control group, which will receive usual care. The primary outcome measures will be the Comprehensive Complication Index (CCI), functional capacity, and pro-inflammatory cytokines.

The prehabilitation program will consist of a personalized intervention program, including exercise training, nutritional therapy, and anxiety-reducing techniques. Patients will follow a two-to-three-day-per-week training schedule for four weeks, and will receive dietary advice and oral nutritional supplements to achieve estimated daily energy and protein requirements.

The study will assess various outcomes, including postoperative complications, functional capacity, nutritional status, and patient-reported health-related quality of life. The study will also evaluate the impact of prehabilitation on circulating molecules involved in cancer cachexia and skeletal muscle wasting.

The study aims to demonstrate that the prehabilitation program can reduce postoperative complications, improve functional capacity, and enhance patient-reported health-related quality of life in patients with pancreatic cancer undergoing surgery."
579,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: The Effectiveness of Dual Task Exercise Training on Balance, Mobility, Physical Performance and Quality of Life in Children With Cerebral Palsy

Objective: To evaluate the effectiveness of dual task exercise training in addition to conventional rehabilitation on balance, mobility, physical performance, and quality of life in children with cerebral palsy.

Design: Randomized, parallel-group study with two arms: Experimental (dual task exercise training) and Control (conventional rehabilitation only).

Population: Children with cerebral palsy, aged 5-12 years, with Gross Motor Function Classification (GMFCS) level 1 or 2, who are able to understand simple commands and sign the consent form.

Interventions:

* Experimental arm: Conventional rehabilitation (stretching, strengthening, balance) plus dual task exercise training (simple math during active stretching, carrying a ball while on a balance pad) for 12 weeks, 3 days a week.
* Control arm: Conventional rehabilitation only for 12 weeks, 3 days a week.

Outcome measures:

* Pediatric Balance Scale (PBS)
* Timed Up and Go Test (TUG)
* One Leg Standing Test (OLST)
* 3-Meter Backward Walk Test (3MBWT)
* 6-Meter Walk Test (6MWT)
* Generic Children's Health-Related Quality of Life Questionnaire (KINDL)

Primary outcome measures are the changes in PBS, TUG, OLST, 3MBWT, and 6MWT at 12 weeks. The study aims to assess the effectiveness of dual task exercise training in improving balance, mobility, physical performance, and quality of life in children with cerebral palsy."
580,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Active Surveillance of Influenza Virus Zoonotic Transmission Events: a Pilot Study in Belgium

Objective: To monitor and detect zoonotic transmission of influenza viruses from animals to humans in Belgium.

Design: A pilot study with active surveillance in four sentinel networks: Avian Influenza Outbreak Farms, Poultry Farm Sentinel Network, Wild Bird/Life Rehabilitation Centre Sentinel Network, and Pig Industry Veterinarian Sentinel Network.

Participants: Workers and volunteers from these networks who are in regular contact with animals and are willing to participate in the study.

Interventions: Participants will perform self-sampling with a nasopharyngeal swab every 2 days (outbreak participants) or every 2 weeks (sentinel participants) for a duration of 2 weeks (outbreak participants) or the entire study duration (sentinel participants). They will also provide a blood sample for serological testing.

Outcomes: The study will measure the number of participants positive for non-seasonal influenza viruses, as detected by RT-qPCR and serological tests."
581,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Evaluating the Impact of a Canine-assisted Therapy Program in Youth Residing in a Residential Treatment Center

Objective: To evaluate the effectiveness of a 6-week canine-assisted therapy program in improving emotional regulation, behavioral disorders, and self-esteem in youth residing in a residential treatment center.

Design: Longitudinal, within-person design with two parallel conditions: a 6-week canine-assisted therapy intervention and treatment as usual.

Intervention: The Recovery & Care Canine-Assisted Therapy program consists of 6 weekly sessions, each lasting 1 hour and 15 minutes, focusing on dog obedience, training, and agility. Youth are assigned to a dog-handler team and work on mastering skills, with each session building on previous ones.

Outcome Measures: Primary outcomes include changes in emotional regulation, attention, and self-esteem, assessed through computer-assisted tasks and self-report scales. Secondary outcomes include attendance and attrition, changes in positive and negative affect, and attitudes towards pets.

Eligibility Criteria: Youth must be receiving in-patient services at Lawrence Hall, provide informed assent, complete at least one primary outcome during the baseline assessment, and remain in residential care for the duration of the intervention.

Ages Eligible: 12-17 years old.

This study aims to assess the effectiveness of a canine-assisted therapy program in improving emotional regulation, behavioral disorders, and self-esteem in youth residing in a residential treatment center."
582,"assistant

This randomized controlled trial aims to investigate the effect of myofascial release in addition to foot core exercises on lower extremity performance in young adults with asymptomatic flexible pes planus. The study will recruit 18-25 year olds with a bilateral navicular drop distance of 10 mm or more and asymptomatic flexible pes planus. Participants will be randomly assigned to either a foam roller and foot core exercises group or a foot core exercises group. The experimental group will receive 60 seconds of myofascial release on six specific tissues using a foam roller, in addition to the foot core exercises, 2 days a week for 6 weeks. The primary outcome measure is the change in balance using the Y balance test, while secondary outcomes include changes in flexibility, power, and gait. The study will assess these outcomes at baseline and after 6 weeks of intervention."
583,"assistant

This clinical trial aims to evaluate the effectiveness of arm training in reducing pain during peripheral venous catheter (PVC) insertion in patients receiving neoadjuvant or adjuvant chemotherapy. The study will randomize patients to either an 8-week daily arm training program or normal care. The primary outcome measures are pain levels, assessed using the Numeric Rating Scale (NRS), at baseline, after 5 weeks, and after 8 weeks. Secondary outcomes include vein status, assessed via ultrasound, at the same time points. The study will investigate whether arm training can reduce pain and improve vein status in patients undergoing chemotherapy."
584,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study aims to investigate the relationship between decidual leukocyte subpopulations and their associated activation markers in women who have experienced a miscarriage, specifically those with a trisomy 16 conceptus or a chromosomally normal male conceptus. The study will compare the decidual leukocyte subpopulations and activation markers in these women with those in gestationally age-matched decidual tissues.

The study will use ultrasound-guided manual vacuum aspiration (USG-MVA) to collect the product of conception (POC) from women who have experienced a miscarriage or termination of pregnancy (TOP) in the first trimester. The POC will be analyzed for genetic abnormalities using low-pass genome sequencing (GS) and immunohistochemistry staining.

The primary outcome measures will be the histopathologic diagnosis of chorionic villi and the immunohistochemistry staining of maternal decidua. The study will enroll women aged 18 years or older who have experienced a miscarriage or TOP and are suitable candidates for USG-MVA. The study will exclude women who are not feasible for the MVA procedure, have a history of psychological or psychiatric problems, or are unable to tolerate pelvic examination."
585,"assistant

A Trial Investigating Lu AF28996 in Adult Japanese Participants With Parkinson's Disease (PD)

This is an open-label, exploratory trial investigating the safety, tolerability, pharmacokinetics, and pharmacodynamic properties of Lu AF28996 in Japanese adults with Parkinson's disease. The trial will enroll participants with idiopathic PD who have experienced motor fluctuations and have a good response to levodopa. The primary outcome measures include the number of participants with treatment-emergent adverse events, pharmacokinetic parameters of Lu AF28996, and pharmacodynamic effects. The trial will consist of a 14-day treatment period, followed by down-titration of Lu AF28996 as per investigator's judgement."
586,"assistant

The study aims to evaluate the acceptability, cost-effectiveness, and required capacity of a facility-based seasonal influenza vaccination program in Bangladesh. The study will be conducted in nine tertiary-level hospitals across Bangladesh and will enroll high-risk groups, including children aged 6-8 years, pregnant women, elderly individuals aged 60 years or older, and adults with chronic diseases. The study will assess the acceptability of the vaccine using a health belief model survey, and will estimate the cost-effectiveness of the vaccine using a cost-effectiveness analysis. The required capacity of the vaccination program will be estimated based on the number of vaccine doses and self-injection equipment needed to vaccinate the high-risk groups. The study will also collect data on the costs associated with influenza illness, including direct and indirect medical costs, and will estimate the disability-adjusted life years (DALYs) gained or saved by the vaccine. The study will use a quasi-experimental design, with a vaccination campaign conducted in one hospital and no vaccination campaign conducted in the other hospital. The study will be conducted over a period of one year."
587,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The SUSPECT Italian Prospective Study is a single-arm, open-label study evaluating the performance characteristics and technical outcomes of single-use duodenoscopes in patients undergoing endoscopic retrograde cholangiopancreatography (ERCP) or other duodenoscope-based procedures. The study includes patients aged 18 years or older who are willing and able to provide informed consent and undergo a clinically indicated procedure. The primary outcome measures are technical performance and procedural performance, assessed over a 24-month period. The study aims to investigate the safety and effectiveness of single-use duodenoscopes in clinical practice."
588,"assistant

Here is a clear, concise, and accurate summary of the Hybrid Pulmonary Rehabilitation Study:

The study aims to evaluate the feasibility of a hybrid pulmonary rehabilitation (PR) program, which combines in-person and remote exercise and education, in patients with chronic respiratory disease. The program uses the Active+me REMOTE App, which includes remote tracking of adherence, symptoms, and physiological parameters, as well as live and pre-recorded exercise classes, educational programs, and personalized care plans.

The study will recruit patients with chronic respiratory disease who are referred to the Harefield Pulmonary Rehabilitation Programme and will compare outcomes between patients who receive the hybrid PR program and those who have previously received standard PR. The primary outcomes will be patient recruitment rates, participant retention rates, and the success of propensity matching of the control group.

Secondary outcomes will include patient uptake of the hybrid PR program, pulmonary rehabilitation class sessions completed, dropout rates, changes in exercise capacity, adherence to the program, symptoms, disease knowledge, lower limb function, health-related quality of life, anxiety, and depression.

The study will also assess the feasibility of integrating the hybrid PR program into routine practice and its acceptability to patients and staff. The study will provide evidence to support a larger trial to compare the effectiveness of hybrid PR versus standard PR delivery models on patient outcomes and service capacity."
589,"assistant

This is an observational cohort study in Japan that aims to describe the baseline demographics and clinical characteristics of patients who received EVUSHELD (Tixagevimab/Cilgavimab) as pre-exposure prophylaxis (PrEP) against SARS-CoV-2 infection/COVID-19. The study will include patients who have a record of EVUSHELD administration in a database and will be followed up for 6 months after the index date (first EVUSHELD administration). The primary outcome measures will describe the demographics and clinical characteristics of patients, while secondary outcome measures will assess the rates and timing of medically attended COVID-19, COVID-19 hospitalization, in-hospital mortality due to COVID-19, and all-cause mortality up to 180 days after EVUSHELD administration. The study is expected to include approximately 280 patients and will provide real-world data on the use of EVUSHELD as PrEP in Japan."
590,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

**Title:** Study to Assess the Safety and Efficacy of Subcutaneously Injected Risankizumab in Adult Participants With Genital or Scalp Psoriasis

**Objective:** To evaluate the safety and efficacy of risankizumab in treating adult participants with moderate to severe genital or scalp psoriasis.

**Design:** This is a Phase 4, multicenter, randomized, double-blind study with parallel assignment. Participants will receive either risankizumab or placebo for 16 weeks, followed by risankizumab for an additional 36 weeks.

**Eligibility Criteria:** Participants must have a clinical diagnosis of chronic plaque psoriasis with or without psoriatic arthritis, and have a current diagnosis of moderate to severe genital or scalp psoriasis.

**Primary Outcome Measures:** The study will assess the percentage of participants who achieve a static Physician Global Assessment of Genitalia (sPGA-G) of 0 or 1, and the percentage of participants who achieve a Scalp Investigator Global Assessment (IGA) of 0 or 1.

**Secondary Outcome Measures:** The study will also assess various secondary outcomes, including the percentage of participants who achieve a Dermatology Life Quality Index (DLQI) of 0 or 1, and the percentage of participants who achieve a Clinically Meaningful (≥ 4-point) Improvement from Baseline on the Genital Psoriasis Itch Numerical Rating Scale (NRS).

**Keywords:** Genital Psoriasis, Scalp Psoriasis, Plaque Psoriasis, Psoriasis, ABBV066, Skyrizi, Risankizumab."
591,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

The study aims to determine the prevalence of the Linburg-Comstock Variation (LCV) in patients with symptomatic thumb CMC arthritis. The study will recruit 500 patients aged 35-89 years through convenience sampling and conduct a one-time clinical examination to identify patients with LCV. The examination will take five seconds and is not part of a regular clinical examination. The study will collect demographic data and dichotomous data indicating whether a patient has LCV or not. The study will take place at the Bone and Joint Center and satellite offices in New York, and data will be collected for up to two years. There are no risks to patients enrolled in the study, and they will be informed of the results during the clinical examination. The study does not provide compensation to participants."
592,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: A Study to Assess the Adverse Events and Change in Disease Activity of Oral Atogepant Tablets in Pediatric Participants (6-17 Years of Age) With Episodic Migraine

Objective: To evaluate the safety and efficacy of atogepant for the preventive treatment of episodic migraine in pediatric subjects aged 6-17 years.

Design: Phase 3, multicenter, 12-week, double-blind, placebo-controlled study with an open-label PK substudy.

Population: Pediatric participants with episodic migraine, aged 6-17 years, with a history of at least 6 months of migraine and 4-14 migraine days in the 28-day baseline period.

Interventions: Participants will receive either atogepant (high, low, or open-label doses) or placebo for 12 weeks.

Primary Outcome Measure: Change from baseline in mean monthly migraine days.

Secondary Outcome Measures: Change from baseline in mean monthly headache days, mean monthly acute medication use days, percentage of participants achieving at least a 50% reduction in average of monthly migraine days, and changes in pediatric quality of life and migraine disability assessment scores.

Keywords: Episodic Migraine, Atogepant, QULIPTA, AGN-241689."
593,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

The study aims to examine the learning potential of patients with Parkinson's disease (PD) after two weeks of targeted touchscreen training. The study is a randomized controlled trial (RCT) with 36 PD patients divided into an experimental group and a control group. The experimental group will receive a 2-week home-based training program using a tablet, while the control group will not receive any intervention. The primary outcome measures are the average slide duration and performance accuracy on a touchscreen sliding motion task. The study will also assess retention effects after a 4-week follow-up and consolidation of learning using secondary outcomes such as automaticity of learning and transfer of learning to an untrained task. The study will investigate the effects of the training program on motor and cognitive performance, as well as the association with training responsiveness and compliance."
594,"assistant

This clinical trial aims to investigate the effect of intensified tactile contact between a mother and her newborn on the emotional transformation of the mother after physiological delivery. The study is a non-randomized quasi-experimental design with a control group. The experimental group received Shantali massage, a form of intensified tactile contact, for 12 weeks, while the control group did not receive any intervention. The primary outcome measures include changes in postpartum depression, anxiety, positive and negative affect, and parental competence. The study recruited 43 participants from a local population of pregnant women who volunteered to provide the experimental intervention to their children after birth. The results are expected to provide insight into the direction of postpartum emotional transformation and its potential association with intensified tactile contact."
595,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Combination of Paclitaxel-bevacizumab ± Atezolizumab in Patients With Advanced NSCLC Progressing After Immunotherapy & Chemotherapy

Objective: To evaluate the efficacy and safety of paclitaxel-bevacizumab with or without atezolizumab in patients with advanced non-squamous non-small cell lung cancer (NSCLC) who have progressed after immunotherapy and chemotherapy.

Eligibility Criteria: Patients must have a histologically or cytologically confirmed diagnosis of locally advanced or metastatic NSCLC, be at least 18 years old, have an Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1, and have received prior treatment with immunotherapy and chemotherapy.

Intervention: Patients will be randomized to receive either paclitaxel-bevacizumab alone or paclitaxel-bevacizumab with atezolizumab. Paclitaxel will be administered at a dose of 200 mg/m² every 3 weeks, and bevacizumab will be administered at a dose of 15 mg/kg every 3 weeks. Atezolizumab will be administered at a dose of 1200 mg every 3 weeks.

Primary Outcome Measure: Progression-free survival (PFS) at 6 months, as determined by an independent reviewer.

Secondary Outcome Measures: PFS, objective response rate (ORR), overall survival (OS), time until definitive health-related quality of life score deterioration, incidence, nature, and severity of adverse events, and overall health status.

This study aims to investigate the efficacy and safety of paclitaxel-bevacizumab with or without atezolizumab in patients with advanced NSCLC who have progressed after immunotherapy and chemotherapy."
596,"assistant

This is a pilot prospective cohort study investigating the role of osteopathic manipulative treatment (OMT) in managing persistent post-COVID-19 symptoms. The study aims to assess the feasibility and effectiveness of OMT in reducing symptoms such as fatigue, dyspnea, and anxiety/depression in patients with post-acute COVID-19 syndrome. The study will enroll patients who have experienced at least one symptom of post-COVID-19 that has persisted for at least 4 weeks after diagnosis. The primary outcome measures include patient recruitment rate and data completion rate, while secondary outcome measures include neurocognitive and psychological symptoms, physical symptoms, global health, and return to work status. The study will be conducted over a period of approximately 1 year, with OMT sessions provided at the discretion of the treating physician and based on the patient's response to previous treatments."
597,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Pilot Study: Prospective Comparison of ICG Microangiography and Conventional Angiography in Severe Frostbite

Objective: To compare the accuracy of Indocyanine Green (ICG) microangiography and conventional angiography in diagnosing and assessing ischemic tissue in patients with severe frostbite.

Methodology: The study will enroll adult patients with severe frostbite who are undergoing thrombolysis. Patients will undergo both conventional angiography and ICG microangiography, and the images will be scored using the Hennepin Frostbite Score. The primary outcome measure will be the concordance between the two imaging modalities in demonstrating ischemic tissue. Secondary outcomes will include the safety of ICG dye when delivered in close association with contrast dye.

Population: Adult patients (≥18 years old) with severe frostbite who are undergoing thrombolysis.

Inclusion criteria: Patients must have been diagnosed with severe frostbite by conventional angiography, be clinically sober, and have normal kidney function.

Exclusion criteria: Pregnant patients or patients with an iodine allergy.

Duration: The study will be conducted over a period of approximately 2 years.

The study aims to compare the diagnostic accuracy of ICG microangiography and conventional angiography in severe frostbite patients, and to assess the safety of ICG dye when used in conjunction with contrast dye."
598,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Impact of a Multidisciplinary Approach in the Perioperative Geriatrics Unit on Functional Status of Patients Aged 70 and Over Operated on for Colorectal Cancer

Objective: To evaluate the impact of a multidisciplinary approach in the Perioperative Geriatrics Unit (GPOU) on the functional status of patients aged 70 and over operated on for colorectal cancer.

Design: Randomized open-label controlled study

Participants: Patients aged 70 and over with proven colorectal cancer undergoing scheduled colorectal surgery at the University Hospital of Nîmes.

Intervention: Patients were randomly assigned to either the control group (classical management in the digestive surgery department) or the GPOU group (treatment in the Perioperative Geriatrics Unit to optimize specific geriatric care).

Outcome measures: Primary outcome measures included changes in functional status (Instrumental Activities of Daily Living score) at 3 and 6 months post-surgery. Secondary outcome measures included changes in basic functional status, patient motor ability, patient satisfaction with care, length of hospital stay, medical complications, surgical complications, patient quality of life, and overall survival.

Keywords: Elderly, Geriatric Unit, Postoperative"
599,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Pilot Trial Using 64Cu-DOTA Pembrolizumab (64CDP) in Patients Receiving Stereotactic Body Radiation Therapy for Oligo-Progressive Solid Tumors

Objective: To evaluate the safety and efficacy of 64Cu-DOTA-pembrolizumab (64CDP) in patients with metastatic solid tumors receiving stereotactic body radiation therapy (SBRT).

Design: Open-label, single-group assignment trial.

Eligibility: Patients with metastatic solid tumors, Karnofsky performance status ≥ 70, and receiving single-agent pembrolizumab. Exclusion criteria include patients with planned treatment interruption or discontinuation of pembrolizumab, active infection, or immunosuppressive medication use.

Interventions: Patients receive standard-of-care pembrolizumab at baseline, followed by 64CDP on days 1 and 29, and undergo PET scans on days 2 and 30. Patients also receive SBRT on days 8-18.

Primary outcomes: Dose-limiting toxicities, changes in 64CDP uptake, change in standard-uptake-value (SUV-max), and incidence of adverse events.

Duration: Average of 6 weeks."
600,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: A Follow-up Study to Describe the Safety of Study Participants Who Received RSVPreF3 Maternal Vaccination (Any Dose) or Controls From Previous RSV MAT Studies During Any Pregnancy Conceived Post Vaccination/Control

This is a phase 3b, non-randomized, open-label, multi-country cohort study that aims to describe the safety of study participants who received RSVPreF3 maternal vaccination or controls from previous RSV MAT studies during any pregnancy conceived post-vaccination/control. The study includes adult and adolescent participants who received RSVPreF3 vaccine or control (placebo, Tdap, or influenza vaccine) in previous RSV MAT studies. The primary outcome measures include the percentage of maternal participants reporting pregnancy outcomes, pregnancy-related adverse events of special interest (AESIs), and infant AESIs from birth up to Day 42 post-birth. The study also aims to collect data on secondary outcome measures, such as pregnancy outcomes and AESIs stratified by selected risk factors. The study will enroll participants who have reached 2 years+2 months post-vaccination/control prior to/at enrollment or who are women of non-childbearing potential (WONCBP) at study enrollment. The study is designed to assess the safety of RSVPreF3 vaccine in pregnant women and their infants."
601,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: A Cross-sectional Pilot Study of 19F MRI in Healthy Children and Children With Mild Cystic Fibrosis Lung Disease

Objective: To evaluate the feasibility, safety, and acceptability of 19F MRI in healthy children and children with mild cystic fibrosis lung disease.

Design: A cross-sectional pilot study with two arms: healthy children and children with cystic fibrosis.

Intervention: Inhaled perfluoropropane during MRI procedures, including standard breath hold and free-breathing technique.

Outcome Measures:

* Primary outcomes: Participation rate, completion rate, parental and child acceptability scores
* Secondary outcomes: MRI-defined ventilation defect parameters (VDP) and fraction of lung volume with slow gas washout time (FLVlongtau2) in healthy and cystic fibrosis participants.

Eligibility Criteria: Children aged 6-17 years with cystic fibrosis or healthy children without chronic lung disease, able to perform spirometry, and no exacerbations within the past 4 weeks.

Study duration: Recruitment for 2 years.

This study aims to assess the feasibility and safety of 19F MRI in children with cystic fibrosis and healthy children, and to evaluate the acceptability of the procedure among participants and their parents."
602,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

This randomized clinical trial aims to compare the effects of open chain exercises and closed chain exercises in athletes with patellofemoral pain syndrome (PFPS). The study will enroll 18-30-year-old athletes with anterior knee pain and assign them to one of two groups: Group A will receive open kinetic chain exercises, and Group B will receive closed kinetic chain exercises. Both groups will perform exercises 3 times a week for 6 weeks. The primary outcomes measured will be pain (Numerical Pain Rating Scale), function (Lower Extremity Functional Scale), and balance (Y Balance test) at baseline and after 6 weeks of treatment. The study aims to determine whether open or closed chain exercises are more effective in reducing pain and improving function and balance in athletes with PFPS."
603,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** Evaluation of the Effects of the MIND Diet on Oxidative Stress, Inflammation, and Neurodegenerative Risk Biomarkers in American Football Players

**Objective:** To investigate the effects of the Mediterranean-DASH Intervention for Neurodegenerative Delay (MIND) diet on oxidative stress, inflammation, and neurodegenerative risk biomarkers in American football players.

**Design:** A randomized controlled trial with a parallel assignment design, involving 36 American football players (18 in the control group and 18 in the MIND diet group).

**Intervention:** The MIND diet group will be asked to include the food groups in the MIND diet in their diet in accordance with their consumption frequency, and will be provided with fermented grape juice (hardaliye), berries, and fish. The control group will maintain their usual eating habits.

**Outcome Measures:** Primary outcomes include biomarkers of neurodegenerative risk, such as Tau protein, NfL, S100B protein, and BDNF. Secondary outcomes include sleep quality, quality of life, and dietary inflammatory index.

**Duration:** The study will last 9 weeks, with measurements taken at the beginning and end of the study period.

**Inclusion Criteria:** Participants must be at least 18 years old, have played American football for at least 2 years, have a MIND diet score of less than 7.5 points, and provide written informed consent."
604,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

Title: Left Bundle Branch Area Pacing in Heart Failure Patients With Ejection Fraction Below Normal

Objective: To evaluate the safety and efficacy of left bundle branch area pacing in patients with heart failure and ejection fraction below 50%.

Eligibility Criteria: Patients with heart failure, ejection fraction ≤50%, and indications for cardiac pacing or cardiac resynchronization therapy, excluding those under 19 years old, pregnant, with expected life expectancy <1 year, or requiring atrial pacing only.

Intervention: Left bundle branch area pacing using a Biotronik Selectra 3D sheath and stylet driven lead (Solia S60).

Primary Outcome Measures:

* Acute success rate of left bundle branch area pacing
* Acute complications related to the procedure

Secondary Outcome Measures:

* Incidence of acute procedure-related complications
* Incidence of repeat procedures
* Incidence of pacemaker upgrade to cardiac resynchronization therapy
* Incidence of heart failure hospitalization
* Incidence of cardiovascular death
* Incidence of all-cause death
* Left ventricular ejection fraction, end diastolic diameter, end systolic diameter, global strain, capture threshold, sensing, and impedance.

Duration: The study will follow patients for 1 year."
605,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: Safety, Tolerability, and Pharmacokinetics of CSX-1004

Study Type: Phase 1a, randomized, double-blind, placebo-controlled, single site, single ascending dose study

Objective: To evaluate the safety, tolerability, and pharmacokinetics of CSX-1004 injection in healthy adults with opioid overdose or opioid use disorder.

Eligibility Criteria: Healthy males and females aged 18-50 years, with a minimum weight of 50 kg and maximum weight of 100 kg, and a body mass index (BMI) between 18.0 and 32.0 kg/m2.

Study Design: Single ascending dose study with sequential assignment and triple masking.

Interventions: Participants will receive either CSX-1004 injection or placebo (sterile saline for injection).

Primary Outcome Measures:

* Treatment-emergent adverse events (AEs), serious AEs, and AEs leading to discontinuation
* Clinical laboratory assessments, vital signs, 12-lead electrocardiogram, physical examination, and infusion site examination

Secondary Outcome Measures:

* Pharmacokinetic parameters, including Cmax, AUCinf, AUClast, Tmax, and t1/2.

Duration: 5 months."
606,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

The Joint Aspiration in Dysfunctional Hip, Knee or Shoulder Prostheses (JAD-Pro) study aims to investigate the diagnostic accuracy of joint fluid aspiration (FJA) in patients with hip, knee, or shoulder joint prostheses who have chronic infection or implant failure. The study involves a prospective cohort of patients with symptoms of prosthesis dysfunction or infection, who undergo FJA and blood sampling for C-reactive protein (CRP) measurement. The primary outcome measure is the bacteriological concordance between FJA and perioperative samples. The study excludes patients with acute prosthesis infection, pregnant or breastfeeding women, and those receiving antibiotic therapy. The trial aims to determine the diagnostic value of FJA in patients with chronic prosthesis-related infections or implant failure."
607,"assistant

Here is a clear, concise, and accurate summary of the clinical trial:

**Title:** Quantitation and Spatial Registration of Airways Dysfunction With Dynamic 19F MRI in Cystic Fibrosis

**Objective:** To evaluate the use of dynamic 19F MRI in quantifying and spatially registering airways dysfunction in patients with cystic fibrosis (CF).

**Design:** This is a single-arm, open-label study that will enroll patients with CF who are at least 18 years old and have a diagnosis of cystic fibrosis. Participants will undergo 19F MRI scans at multiple time points, including at baseline, Day 14, and Day 365. The scans will be used to measure ventilation defect parameters (VDP) and functional lung volume (FLVlongtau2) over time.

**Primary Outcome Measures:** The study will assess changes in VDP and FLVlongtau2 over 14 days and 365 days, as well as changes in these measures occurring with a protocol-defined CF pulmonary exacerbation.

**Secondary Outcome Measures:** The study will also evaluate changes in MRI severity score over 365 days and the correlation of MRI severity score with VDP and FLVlongtau2 at baseline.

**Inclusion Criteria:** Patients must be at least 18 years old, non-smokers, have a diagnosis of cystic fibrosis, stable lung function, and no pulmonary exacerbations in the past 4 weeks.

**Exclusion Criteria:** Patients with certain medical conditions, such as active or past smoking, certain metal implants, or claustrophobia, will be excluded from the study."
608,"assistant

Here is a clear, concise, and accurate summary of the clinical trial document:

Title: A Bioequivalence Trial of Fasting Single Oral STI-1558 Capsule in Healthy Chinese Subjects

Objective: To evaluate the bioequivalence of a test preparation of STI-1558 capsule with a reference preparation in healthy Chinese subjects under fasting conditions.

Design: Randomized, open-label, single-dose, two-sequence, two-cycle, double-cross design bioequivalence study.

Participants: 32 healthy adult Chinese subjects aged 18-45 years, with a body mass index (BMI) of 19-24 kg/m2, and no history of significant medical conditions or use of medications that may affect the absorption, distribution, metabolism, and excretion of oral drugs.

Intervention: Subjects will receive either the test preparation or the reference preparation of STI-1558 capsule, 200 mg once, on day 1 and day 8, after an overnight fast of at least 10 hours.

Primary Outcome Measures:

* Comparison of maximum observed concentration (Cmax) profiles of the test and reference preparations
* Comparison of area under the curve (AUC) from time 0 to last time point (AUC0-t) profiles of the test and reference preparations
* Comparison of AUC from time 0 extrapolated to infinity (AUC0-inf) profiles of the test and reference preparations

Secondary Outcome Measures:

* Comparison of time to maximum concentration (Tmax) of the test and reference preparations
* Comparison of half-life (t1/2) of the test and reference preparations
* Comparison of lambda-z (λz) of the test and reference preparations
* Comparison of percentage of AUC extrapolated to infinity (%AUCex) of the test and reference preparations

Duration: Up to 2 weeks.

This study aims to establish the bioequivalence of the test preparation of STI-1558 capsule with the reference preparation in healthy Chinese subjects under fasting conditions."
